cell_count,party_identification,color,county_fips,tract_ce,geo_id,longitude,latitude
2518,Independent,#FF5733 ,25,605,4025000605,-112.3503546,34.61181024
741,Independent,#FF5733 ,25,608,4025000608,-112.3144821,34.62880298
1334,Independent,#FF5733 ,25,500,4025000500,-112.397865,34.58104552
1549,Independent,#FF5733 ,25,1701,4025001701,-111.9229916,34.71313434
1157,Independent,#FF5733 ,25,1001,4025001001,-112.4937561,34.57366332
4288,Independent,#FF5733 ,25,1900,4025001900,-112.1530181,34.73698095
1055,Independent,#FF5733 ,25,1101,4025001101,-112.5239502,34.52680992
1497,Independent,#FF5733 ,25,1500,4025001500,-111.9076051,34.26198435
955,Independent,#FF5733 ,25,1102,4025001102,-112.5149104,34.49409394
1374,Independent,#FF5733 ,25,1603,4025001603,-111.8002086,34.62831064
1389,Independent,#FF5733 ,25,606,4025000606,-112.3306812,34.5935395
1288,Independent,#FF5733 ,25,402,4025000402,-112.4542317,34.57579706
634,Independent,#FF5733 ,25,1401,4025001401,-112.1420782,34.23621339
982,Independent,#FF5733 ,25,900,4025000900,-112.4665283,34.55167742
1566,Independent,#FF5733 ,25,204,4025000204,-112.6000115,34.93863067
2125,Independent,#FF5733 ,25,2004,4025002004,-112.0539456,34.69656719
1633,Independent,#FF5733 ,25,401,4025000401,-112.4551552,34.58738389
1371,Independent,#FF5733 ,25,203,4025000203,-112.4848862,34.7099005
920,Independent,#FF5733 ,25,1002,4025001002,-112.5849161,34.56844076
1325,Independent,#FF5733 ,25,300,4025000300,-112.4450613,34.6268226
852,Independent,#FF5733 ,25,1602,4025001602,-111.6651725,34.5758168
1357,Independent,#FF5733 ,25,1802,4025001802,-111.925937,34.89344427
1435,Independent,#FF5733 ,25,607,4025000607,-112.3138676,34.5595739
868,Independent,#FF5733 ,5,1600,4005001600,-111.7465008,34.90052779
952,Independent,#FF5733 ,25,801,4025000801,-112.4656365,34.52356142
1004,Independent,#FF5733 ,13,618500,4013618500,-112.1248723,33.64358897
2138,Independent,#FF5733 ,13,612300,4013612300,-112.0867673,33.71595713
1089,Independent,#FF5733 ,13,619400,4013619400,-112.0395291,33.64407865
449,Independent,#FF5733 ,13,103305,4013103305,-112.0254119,33.63689818
1045,Independent,#FF5733 ,13,619300,4013619300,-112.0395987,33.65134885
680,Independent,#FF5733 ,13,103304,4013103304,-112.016688,33.63345386
1174,Independent,#FF5733 ,13,619200,4013619200,-112.0547014,33.64398337
995,Independent,#FF5733 ,13,103608,4013103608,-112.1078795,33.63262577
1060,Independent,#FF5733 ,13,614900,4013614900,-112.0483348,33.67754123
1202,Independent,#FF5733 ,13,103701,4013103701,-112.0471873,33.60609072
1243,Independent,#FF5733 ,13,616900,4013616900,-112.0392348,33.66255049
520,Independent,#FF5733 ,13,616300,4013616300,-112.1432519,33.66211821
1392,Independent,#FF5733 ,13,616700,4013616700,-112.0742002,33.66172564
1473,Independent,#FF5733 ,13,616800,4013616800,-112.0570746,33.66191076
1059,Independent,#FF5733 ,13,616500,4013616500,-112.1067463,33.66160586
980,Independent,#FF5733 ,13,618400,4013618400,-112.1245354,33.6510443
1315,Independent,#FF5733 ,13,103605,4013103605,-112.0818954,33.61697943
1398,Independent,#FF5733 ,13,616600,4013616600,-112.0913975,33.66192006
1573,Independent,#FF5733 ,13,617000,4013617000,-112.0224747,33.6665053
713,Independent,#FF5733 ,13,618700,4013618700,-112.0912816,33.65103647
627,Independent,#FF5733 ,13,103306,4013103306,-112.0253133,33.62981666
1100,Independent,#FF5733 ,13,104226,4013104226,-112.1425101,33.63232039
1761,Independent,#FF5733 ,13,614600,4013614600,-112.1236581,33.67641398
1253,Independent,#FF5733 ,13,103612,4013103612,-112.0758193,33.63001723
736,Independent,#FF5733 ,13,103614,4013103614,-112.0854374,33.60521975
1003,Independent,#FF5733 ,13,614800,4013614800,-112.0866239,33.67273107
1492,Independent,#FF5733 ,13,103502,4013103502,-112.0255743,33.60624123
1719,Independent,#FF5733 ,13,104100,4013104100,-112.1251214,33.61804598
1086,Independent,#FF5733 ,13,104207,4013104207,-112.1249043,33.63263088
916,Independent,#FF5733 ,13,618200,4013618200,-112.143182,33.6509826
661,Independent,#FF5733 ,13,617200,4013617200,-112.0072161,33.65883283
2098,Independent,#FF5733 ,13,612400,4013612400,-112.0291493,33.75397004
1298,Independent,#FF5733 ,13,616400,4013616400,-112.1241883,33.66185869
1316,Independent,#FF5733 ,13,618800,4013618800,-112.0912883,33.64379953
768,Independent,#FF5733 ,13,618300,4013618300,-112.1431656,33.64339976
1149,Independent,#FF5733 ,13,618600,4013618600,-112.1073368,33.64727129
851,Independent,#FF5733 ,13,103303,4013103303,-112.0047671,33.63349773
1765,Independent,#FF5733 ,13,216849,4013216849,-111.8195736,33.62003392
1299,Independent,#FF5733 ,13,610400,4013610400,-112.1101795,33.84804357
644,Independent,#FF5733 ,13,216832,4013216832,-111.8640786,33.57803539
1598,Independent,#FF5733 ,13,216821,4013216821,-111.7448723,33.58526714
1309,Independent,#FF5733 ,13,216809,4013216809,-111.805225,33.5745331
1680,Independent,#FF5733 ,13,613300,4013613300,-111.9694007,33.71884185
944,Independent,#FF5733 ,13,216836,4013216836,-111.8599983,33.58949678
1677,Independent,#FF5733 ,13,216819,4013216819,-111.7498668,33.62553668
1838,Independent,#FF5733 ,13,216848,4013216848,-111.7877587,33.59286357
1658,Independent,#FF5733 ,13,610500,4013610500,-112.0908245,33.83585814
1156,Independent,#FF5733 ,13,216851,4013216851,-111.8381151,33.67740922
1549,Independent,#FF5733 ,13,613000,4013613000,-111.958525,33.77674785
1834,Independent,#FF5733 ,13,216846,4013216846,-111.8660182,33.63156674
621,Independent,#FF5733 ,13,612600,4013612600,-111.990316,33.76436593
1097,Independent,#FF5733 ,13,30402,4013030402,-111.9367286,33.86008699
1088,Independent,#FF5733 ,13,612500,4013612500,-111.9835402,33.78653146
319,Independent,#FF5733 ,13,941200,4013941200,-111.6644888,33.64122094
1239,Independent,#FF5733 ,13,216853,4013216853,-111.8699863,33.61671009
1249,Independent,#FF5733 ,13,216844,4013216844,-111.9048632,33.66321416
2247,Independent,#FF5733 ,13,610300,4013610300,-112.1337942,33.85057363
1751,Independent,#FF5733 ,13,10101,4013010101,-111.7301673,33.74831104
1506,Independent,#FF5733 ,13,216837,4013216837,-111.8373468,33.58900253
2072,Independent,#FF5733 ,13,216847,4013216847,-111.8778251,33.65662201
2001,Independent,#FF5733 ,13,610200,4013610200,-112.1071797,33.86247911
839,Independent,#FF5733 ,13,216842,4013216842,-111.9106098,33.67798371
643,Independent,#FF5733 ,13,612900,4013612900,-111.9690731,33.74808202
1665,Independent,#FF5733 ,13,611300,4013611300,-112.1567966,33.77034561
1418,Independent,#FF5733 ,13,216829,4013216829,-111.8391826,33.77050153
1751,Independent,#FF5733 ,13,610000,4013610000,-112.1671725,33.92010028
2633,Independent,#FF5733 ,13,615000,4013615000,-112.001521,33.68160357
1039,Independent,#FF5733 ,13,216839,4013216839,-111.8624422,33.60350278
596,Independent,#FF5733 ,13,612700,4013612700,-111.9796186,33.75934957
951,Independent,#FF5733 ,13,613200,4013613200,-111.9432722,33.75569155
1763,Independent,#FF5733 ,13,610700,4013610700,-112.0215252,33.85573662
1106,Independent,#FF5733 ,13,216822,4013216822,-111.9085341,33.75935365
1166,Independent,#FF5733 ,13,216840,4013216840,-111.9080946,33.71270283
1973,Independent,#FF5733 ,13,216818,4013216818,-111.7205957,33.59252461
995,Independent,#FF5733 ,13,216841,4013216841,-111.908105,33.69146995
1282,Independent,#FF5733 ,13,30401,4013030401,-111.9167609,33.81678941
1273,Independent,#FF5733 ,13,105102,4013105102,-112.0161245,33.55092228
1177,Independent,#FF5733 ,13,216813,4013216813,-111.9127979,33.57023315
753,Independent,#FF5733 ,13,106400,4013106400,-112.0387077,33.53083992
1205,Independent,#FF5733 ,13,103400,4013103400,-112.0045108,33.60471112
693,Independent,#FF5733 ,13,103205,4013103205,-111.9694857,33.60427115
606,Independent,#FF5733 ,13,103206,4013103206,-111.95191,33.60420601
1658,Independent,#FF5733 ,13,103210,4013103210,-111.9874082,33.60533274
764,Independent,#FF5733 ,13,108000,4013108000,-111.95928,33.49673345
1189,Independent,#FF5733 ,13,217001,4013217001,-111.9182969,33.51673656
1027,Independent,#FF5733 ,13,103208,4013103208,-111.987092,33.59043155
1355,Independent,#FF5733 ,13,216807,4013216807,-111.8960877,33.57133836
1186,Independent,#FF5733 ,13,105003,4013105003,-111.9495847,33.56589654
785,Independent,#FF5733 ,13,216806,4013216806,-111.8984963,33.54486073
1735,Independent,#FF5733 ,13,216816,4013216816,-111.9076925,33.61170837
1238,Independent,#FF5733 ,13,216826,4013216826,-111.8828075,33.58974508
2775,Independent,#FF5733 ,13,615200,4013615200,-111.9489799,33.67167477
837,Independent,#FF5733 ,13,108200,4013108200,-111.9888831,33.50016805
1332,Independent,#FF5733 ,13,103209,4013103209,-111.9611843,33.58642045
1505,Independent,#FF5733 ,13,217002,4013217002,-111.9001535,33.51664975
797,Independent,#FF5733 ,13,105004,4013105004,-111.9539933,33.54438806
1066,Independent,#FF5733 ,13,103211,4013103211,-111.9869134,33.61899834
975,Independent,#FF5733 ,13,107900,4013107900,-111.9694516,33.51269354
680,Independent,#FF5733 ,13,107800,4013107800,-112.0214905,33.51990841
1282,Independent,#FF5733 ,13,619900,4013619900,-111.9641192,33.64611025
779,Independent,#FF5733 ,13,105103,4013105103,-111.9906288,33.53574572
771,Independent,#FF5733 ,13,103215,4013103215,-111.9869238,33.63345642
395,Independent,#FF5733 ,13,216810,4013216810,-111.8802501,33.57516431
900,Independent,#FF5733 ,13,216830,4013216830,-111.9347356,33.58238773
1292,Independent,#FF5733 ,13,216838,4013216838,-111.8828492,33.60425299
1044,Independent,#FF5733 ,13,619800,4013619800,-111.9867651,33.6442985
739,Independent,#FF5733 ,13,216835,4013216835,-111.9145495,33.54564632
814,Independent,#FF5733 ,13,619700,4013619700,-111.9868183,33.65158946
1063,Independent,#FF5733 ,13,103212,4013103212,-111.969144,33.61883189
674,Independent,#FF5733 ,13,107602,4013107602,-112.0518734,33.5164688
936,Independent,#FF5733 ,13,110502,4013110502,-112.0694199,33.48752207
887,Independent,#FF5733 ,13,106502,4013106502,-112.0518662,33.53098998
893,Independent,#FF5733 ,13,105400,4013105400,-112.0910906,33.56028497
825,Independent,#FF5733 ,13,104600,4013104600,-112.0736345,33.57515944
704,Independent,#FF5733 ,13,108501,4013108501,-112.043224,33.50198184
770,Independent,#FF5733 ,13,106200,4013106200,-112.0738396,33.54556151
1561,Independent,#FF5733 ,13,108400,4013108400,-112.0215697,33.50236243
810,Independent,#FF5733 ,13,104502,4013104502,-112.0905724,33.57826926
1514,Independent,#FF5733 ,13,107400,4013107400,-112.0911071,33.51671097
1191,Independent,#FF5733 ,13,111700,4013111700,-112.05638,33.47297074
1211,Independent,#FF5733 ,13,106100,4013106100,-112.0910561,33.54574032
1101,Independent,#FF5733 ,13,110801,4013110801,-112.021563,33.49139149
677,Independent,#FF5733 ,13,108601,4013108601,-112.0591329,33.49778698
1173,Independent,#FF5733 ,13,106300,4013106300,-112.0562924,33.54561859
1187,Independent,#FF5733 ,13,111800,4013111800,-112.0739665,33.47303467
725,Independent,#FF5733 ,13,113501,4013113501,-112.0215543,33.46215586
1017,Independent,#FF5733 ,13,111502,4013111502,-112.0202054,33.47466083
1108,Independent,#FF5733 ,13,112900,4013112900,-112.0913351,33.45857362
1206,Independent,#FF5733 ,13,110600,4013110600,-112.0563521,33.48747013
1390,Independent,#FF5733 ,13,108602,4013108602,-112.0549805,33.50392625
558,Independent,#FF5733 ,13,105502,4013105502,-112.1039407,33.56396561
1418,Independent,#FF5733 ,13,105200,4013105200,-112.0519261,33.56137666
934,Independent,#FF5733 ,13,104801,4013104801,-112.0342546,33.57874634
1181,Independent,#FF5733 ,13,110400,4013110400,-112.0915629,33.48768533
958,Independent,#FF5733 ,13,113000,4013113000,-112.0739166,33.46222212
1122,Independent,#FF5733 ,13,105300,4013105300,-112.0738575,33.56025397
1087,Independent,#FF5733 ,13,110501,4013110501,-112.0784972,33.48763319
806,Independent,#FF5733 ,13,107500,4013107500,-112.0737249,33.5165357
944,Independent,#FF5733 ,13,110902,4013110902,-111.999838,33.48780692
1098,Independent,#FF5733 ,13,108902,4013108902,-112.0916617,33.50521712
774,Independent,#FF5733 ,13,111602,4013111602,-112.0432967,33.47301342
706,Independent,#FF5733 ,13,104501,4013104501,-112.0912965,33.57115308
988,Independent,#FF5733 ,13,104702,4013104702,-112.053608,33.57338124
563,Independent,#FF5733 ,13,110701,4013110701,-112.0438791,33.48511653
821,Independent,#FF5733 ,13,107601,4013107601,-112.0606163,33.51647924
256,Independent,#FF5733 ,15,940400,4015940400,-113.6328025,35.72560558
1468,Independent,#FF5733 ,5,2100,4005002100,-111.463558,36.91104347
711,Independent,#FF5733 ,1,970502,4001970502,-109.5238214,33.92787706
349,Independent,#FF5733 ,17,940302,4017940302,-109.9363986,33.72798424
548,Independent,#FF5733 ,17,940100,4017940100,-110.331891,34.10930761
878,Independent,#FF5733 ,17,960600,4017960600,-110.7221574,35.10101734
1220,Independent,#FF5733 ,5,400,4005000400,-111.6056435,35.21746734
500,Independent,#FF5733 ,17,960500,4017960500,-110.4533868,34.88813962
887,Independent,#FF5733 ,1,970501,4001970501,-109.283834,34.1144491
1460,Independent,#FF5733 ,5,800,4005000800,-111.6239513,35.19636035
1218,Independent,#FF5733 ,5,1302,4005001302,-111.3616787,35.32249328
1127,Independent,#FF5733 ,5,1301,4005001301,-111.5396833,35.2731289
698,Independent,#FF5733 ,17,960200,4017960200,-110.043969,34.83797176
1409,Independent,#FF5733 ,5,300,4005000300,-111.6227515,35.21457398
279,Independent,#FF5733 ,7,940200,4007940200,-110.3599023,33.87308854
1116,Independent,#FF5733 ,5,500,4005000500,-111.557033,35.2272701
1243,Independent,#FF5733 ,7,301,4007000301,-111.339443,34.24236829
1186,Independent,#FF5733 ,17,965300,4017965300,-109.9657942,34.28767394
1756,Independent,#FF5733 ,17,961700,4017961700,-110.0285801,34.21301334
718,Independent,#FF5733 ,7,1200,4007001200,-110.7825598,33.32288052
533,Independent,#FF5733 ,17,964900,4017964900,-109.88877,34.12390357
880,Independent,#FF5733 ,5,700,4005000700,-111.6068155,35.19547435
1283,Independent,#FF5733 ,21,315,4021000315,-111.5293903,33.40079959
766,Independent,#FF5733 ,21,311,4021000311,-111.4926996,33.4317041
1212,Independent,#FF5733 ,5,2300,4005002300,-112.6021077,35.71955633
1706,Independent,#FF5733 ,5,2200,4005002200,-111.7758291,35.5608949
1883,Independent,#FF5733 ,21,316,4021000316,-111.4658192,33.38538593
1118,Independent,#FF5733 ,7,500,4007000500,-111.2261929,34.20248406
1635,Independent,#FF5733 ,21,201,4021000201,-111.2408852,33.37748834
396,Independent,#FF5733 ,21,319,4021000319,-111.5110403,33.34141804
1319,Independent,#FF5733 ,5,600,4005000600,-111.5569625,35.18464176
1650,Independent,#FF5733 ,21,318,4021000318,-111.528639,33.38618047
1932,Independent,#FF5733 ,5,900,4005000900,-111.6402142,35.15031615
543,Independent,#FF5733 ,17,963300,4017963300,-110.2604119,34.57625913
673,Independent,#FF5733 ,21,307,4021000307,-111.5387604,33.45080803
1256,Independent,#FF5733 ,21,314,4021000314,-111.5547185,33.40057916
764,Independent,#FF5733 ,17,961300,4017961300,-109.9941944,34.16083967
667,Independent,#FF5733 ,17,963400,4017963400,-109.9857143,34.62046754
1984,Independent,#FF5733 ,5,1102,4005001102,-111.6816374,35.18811715
3367,Independent,#FF5733 ,21,801,4021000801,-111.4531109,33.06679285
726,Independent,#FF5733 ,21,309,4021000309,-111.5546824,33.42602005
1291,Independent,#FF5733 ,13,319104,4013319104,-111.9176864,33.41114387
1595,Independent,#FF5733 ,13,319500,4013319500,-111.917711,33.40024777
1102,Independent,#FF5733 ,13,320100,4013320100,-111.9431047,33.44288795
970,Independent,#FF5733 ,13,319103,4013319103,-111.9161745,33.41899697
2032,Independent,#FF5733 ,13,218200,4013218200,-111.9176891,33.45852844
1578,Independent,#FF5733 ,13,319201,4013319201,-111.9002492,33.41842862
1010,Independent,#FF5733 ,13,319000,4013319000,-111.9349181,33.41471028
764,Independent,#FF5733 ,13,217501,4013217501,-111.9386785,33.48636863
1310,Independent,#FF5733 ,13,111300,4013111300,-111.9868751,33.47298416
1695,Independent,#FF5733 ,13,217800,4013217800,-111.900364,33.47311308
1663,Independent,#FF5733 ,13,319401,4013319401,-111.9180624,33.38552471
984,Independent,#FF5733 ,13,319703,4013319703,-111.9697794,33.38516316
1678,Independent,#FF5733 ,13,113700,4013113700,-111.986788,33.45839478
1082,Independent,#FF5733 ,13,111100,4013111100,-111.9656079,33.48616007
1431,Independent,#FF5733 ,13,218000,4013218000,-111.9348731,33.4729197
1334,Independent,#FF5733 ,13,421102,4013421102,-111.8482283,33.43014196
1043,Independent,#FF5733 ,13,319402,4013319402,-111.9004077,33.38581003
1475,Independent,#FF5733 ,13,318400,4013318400,-111.9107651,33.43373851
939,Independent,#FF5733 ,13,217204,4013217204,-111.9133427,33.49854001
756,Independent,#FF5733 ,13,217102,4013217102,-111.8959535,33.50213524
1036,Independent,#FF5733 ,13,318700,4013318700,-111.9349179,33.42873531
1331,Independent,#FF5733 ,13,319600,4013319600,-111.9349062,33.40017982
712,Independent,#FF5733 ,13,217101,4013217101,-111.9046171,33.50202953
1919,Independent,#FF5733 ,13,318800,4013318800,-111.9525289,33.42912602
786,Independent,#FF5733 ,13,113801,4013113801,-111.9938946,33.44739762
915,Independent,#FF5733 ,13,217201,4013217201,-111.9246634,33.49451692
2070,Independent,#FF5733 ,13,941300,4013941300,-111.7932376,33.51918527
1299,Independent,#FF5733 ,13,217700,4013217700,-111.9003184,33.48762994
982,Independent,#FF5733 ,13,319202,4013319202,-111.9002656,33.4111316
861,Independent,#FF5733 ,13,217400,4013217400,-111.9503716,33.47991034
1121,Independent,#FF5733 ,13,217502,4013217502,-111.9308731,33.48504506
951,Independent,#FF5733 ,13,217203,4013217203,-111.9174291,33.50583991
1425,Independent,#FF5733 ,13,217300,4013217300,-111.9358005,33.50195757
1064,Independent,#FF5733 ,13,421101,4013421101,-111.8471201,33.44627138
1444,Independent,#FF5733 ,13,111201,4013111201,-111.9709763,33.47403161
630,Independent,#FF5733 ,13,422222,4013422222,-111.8627883,33.37072879
1526,Independent,#FF5733 ,13,422203,4013422203,-111.8490247,33.38584302
1208,Independent,#FF5733 ,13,422107,4013422107,-111.8612601,33.39711049
757,Independent,#FF5733 ,13,422105,4013422105,-111.8485943,33.39683787
936,Independent,#FF5733 ,13,420604,4013420604,-111.7964107,33.4443513
864,Independent,#FF5733 ,13,421001,4013421001,-111.8356261,33.42958739
1186,Independent,#FF5733 ,13,422221,4013422221,-111.8723126,33.37187179
1128,Independent,#FF5733 ,13,422302,4013422302,-111.7970924,33.38606177
968,Independent,#FF5733 ,13,422217,4013422217,-111.8504071,33.36053583
953,Independent,#FF5733 ,13,421902,4013421902,-111.8141162,33.40422272
1405,Independent,#FF5733 ,13,422301,4013422301,-111.8230248,33.38609981
1436,Independent,#FF5733 ,13,422501,4013422501,-111.7624714,33.40093362
893,Independent,#FF5733 ,13,319404,4013319404,-111.8868114,33.39332769
889,Independent,#FF5733 ,13,421304,4013421304,-111.8721703,33.41114346
697,Independent,#FF5733 ,13,421602,4013421602,-111.7967966,33.41165409
699,Independent,#FF5733 ,13,420902,4013420902,-111.8141595,33.42609107
788,Independent,#FF5733 ,13,420603,4013420603,-111.7792986,33.44450158
1585,Independent,#FF5733 ,13,422216,4013422216,-111.8507247,33.37154459
623,Independent,#FF5733 ,13,421601,4013421601,-111.7967357,33.41891107
1158,Independent,#FF5733 ,13,422504,4013422504,-111.7625711,33.38643236
756,Independent,#FF5733 ,13,421002,4013421002,-111.8270446,33.42955774
1637,Independent,#FF5733 ,13,422503,4013422503,-111.7797772,33.38627529
1083,Independent,#FF5733 ,13,422212,4013422212,-111.8858441,33.37099304
1367,Independent,#FF5733 ,13,422106,4013422106,-111.8484498,33.40409462
848,Independent,#FF5733 ,13,420401,4013420401,-111.8261144,33.45730952
1596,Independent,#FF5733 ,13,420501,4013420501,-111.8311469,33.44413797
765,Independent,#FF5733 ,13,421400,4013421400,-111.83143,33.41510467
769,Independent,#FF5733 ,13,420503,4013420503,-111.8176102,33.44543918
1480,Independent,#FF5733 ,13,422104,4013422104,-111.8799565,33.40130462
1005,Independent,#FF5733 ,13,420704,4013420704,-111.7622801,33.43001678
676,Independent,#FF5733 ,13,422001,4013422001,-111.8315944,33.4042445
682,Independent,#FF5733 ,13,420705,4013420705,-111.7534952,33.44457602
1286,Independent,#FF5733 ,13,421701,4013421701,-111.7796191,33.41904182
418,Independent,#FF5733 ,13,420301,4013420301,-111.7955508,33.45645128
1309,Independent,#FF5733 ,21,308,4021000308,-111.5720113,33.42593601
1318,Independent,#FF5733 ,13,420109,4013420109,-111.6590004,33.45871321
730,Independent,#FF5733 ,13,420207,4013420207,-111.6923542,33.49012558
1847,Independent,#FF5733 ,13,422615,4013422615,-111.6071062,33.39339143
883,Independent,#FF5733 ,13,420303,4013420303,-111.7620111,33.45910596
693,Independent,#FF5733 ,13,420116,4013420116,-111.5941823,33.41870683
988,Independent,#FF5733 ,13,420209,4013420209,-111.7104037,33.43008993
852,Independent,#FF5733 ,13,420112,4013420112,-111.5878372,33.42836538
838,Independent,#FF5733 ,13,420402,4013420402,-111.7800274,33.47185528
910,Independent,#FF5733 ,13,420206,4013420206,-111.7173973,33.47328958
1084,Independent,#FF5733 ,13,422630,4013422630,-111.6256677,33.40103297
950,Independent,#FF5733 ,13,420114,4013420114,-111.6500471,33.41878039
1134,Independent,#FF5733 ,13,420211,4013420211,-111.6925704,33.47356993
1061,Independent,#FF5733 ,13,422616,4013422616,-111.5895678,33.39304964
1416,Independent,#FF5733 ,13,420110,4013420110,-111.6080707,33.45597294
962,Independent,#FF5733 ,13,420302,4013420302,-111.7792654,33.45899692
1069,Independent,#FF5733 ,21,313,4021000313,-111.5719817,33.40057886
1174,Independent,#FF5733 ,13,422631,4013422631,-111.6237083,33.3884608
505,Independent,#FF5733 ,13,422626,4013422626,-111.6725394,33.41162933
1320,Independent,#FF5733 ,13,420208,4013420208,-111.7277109,33.4300703
820,Independent,#FF5733 ,13,422627,4013422627,-111.6465411,33.41149853
965,Independent,#FF5733 ,13,422638,4013422638,-111.710322,33.38605104
1275,Independent,#FF5733 ,13,422634,4013422634,-111.6587683,33.38627453
1292,Independent,#FF5733 ,13,420210,4013420210,-111.6929143,33.44461186
1778,Independent,#FF5733 ,13,420107,4013420107,-111.6689282,33.48254017
819,Independent,#FF5733 ,13,422633,4013422633,-111.6765606,33.38616854
1574,Independent,#FF5733 ,13,420105,4013420105,-111.6587764,33.44408172
971,Independent,#FF5733 ,13,422513,4013422513,-111.7451199,33.40100595
952,Independent,#FF5733 ,13,422607,4013422607,-111.72785,33.40107222
422,Independent,#FF5733 ,13,422624,4013422624,-111.7264539,33.41174352
947,Independent,#FF5733 ,13,422632,4013422632,-111.6414096,33.40059518
1176,Independent,#FF5733 ,13,422514,4013422514,-111.7456312,33.38676169
894,Independent,#FF5733 ,13,422639,4013422639,-111.6958662,33.39606153
559,Independent,#FF5733 ,13,114000,4013114000,-112.0564579,33.44408612
1240,Independent,#FF5733 ,13,116300,4013116300,-112.0387139,33.38536954
991,Independent,#FF5733 ,13,116608,4013116608,-112.198784,33.36558322
870,Independent,#FF5733 ,13,116100,4013116100,-112.0212714,33.40017748
891,Independent,#FF5733 ,13,115600,4013115600,-112.1078245,33.39947261
719,Independent,#FF5733 ,13,115500,4013115500,-112.142267,33.39938518
1115,Independent,#FF5733 ,13,115700,4013115700,-112.0906176,33.39950203
1617,Independent,#FF5733 ,13,116603,4013116603,-112.2072947,33.38482151
304,Independent,#FF5733 ,13,114401,4013114401,-112.1127649,33.44399599
1050,Independent,#FF5733 ,13,320002,4013320002,-111.9631776,33.36645063
1391,Independent,#FF5733 ,13,116610,4013116610,-112.1518378,33.37026246
571,Independent,#FF5733 ,13,114500,4013114500,-112.126027,33.44406507
1233,Independent,#FF5733 ,13,116606,4013116606,-112.1423292,33.38486754
1421,Independent,#FF5733 ,13,116605,4013116605,-112.1596188,33.38481576
1779,Independent,#FF5733 ,13,116613,4013116613,-112.1052606,33.37462946
1134,Independent,#FF5733 ,13,116400,4013116400,-112.0559281,33.38507594
1046,Independent,#FF5733 ,13,116202,4013116202,-111.9874388,33.38858786
1010,Independent,#FF5733 ,13,116205,4013116205,-111.9862123,33.38143227
1013,Independent,#FF5733 ,13,116609,4013116609,-112.1771339,33.35519739
1555,Independent,#FF5733 ,13,116203,4013116203,-112.0101981,33.39016207
1510,Independent,#FF5733 ,13,116612,4013116612,-112.125806,33.37040075
600,Independent,#FF5733 ,13,114800,4013114800,-112.0909906,33.42173108
2333,Independent,#FF5733 ,13,116704,4013116704,-112.0163374,33.37149839
1472,Independent,#FF5733 ,13,116000,4013116000,-112.0386208,33.39989879
1193,Independent,#FF5733 ,13,116703,4013116703,-112.0575744,33.36783693
707,Independent,#FF5733 ,13,116204,4013116204,-111.9869425,33.4000005
1129,Independent,#FF5733 ,13,115900,4013115900,-112.0559842,33.39958506
953,Independent,#FF5733 ,13,116500,4013116500,-112.0732944,33.38500111
1142,Independent,#FF5733 ,13,116604,4013116604,-112.1768146,33.38475636
271,Independent,#FF5733 ,13,114200,4013114200,-112.0737432,33.44051348
723,Independent,#FF5733 ,13,811000,4013811000,-111.9193707,33.29813681
1913,Independent,#FF5733 ,13,810700,4013810700,-111.9028025,33.31290453
1371,Independent,#FF5733 ,13,116725,4013116725,-112.0469872,33.297401
537,Independent,#FF5733 ,13,116730,4013116730,-112.1250768,33.299053
1449,Independent,#FF5733 ,13,116708,4013116708,-111.9828188,33.34043029
918,Independent,#FF5733 ,13,811100,4013811100,-111.9026265,33.29829273
1480,Independent,#FF5733 ,13,319903,4013319903,-111.9197302,33.37117382
503,Independent,#FF5733 ,13,319907,4013319907,-111.9198091,33.34191709
1081,Independent,#FF5733 ,13,319910,4013319910,-111.950615,33.34187017
1536,Independent,#FF5733 ,13,810100,4013810100,-111.9224006,33.32934656
701,Independent,#FF5733 ,13,422211,4013422211,-111.8850371,33.3422466
1382,Independent,#FF5733 ,13,522901,4013522901,-111.8328965,33.32795419
1460,Independent,#FF5733 ,13,810900,4013810900,-111.9365743,33.29819695
744,Independent,#FF5733 ,13,810000,4013810000,-111.9586369,33.32933525
513,Independent,#FF5733 ,13,116711,4013116711,-111.9928747,33.32792453
795,Independent,#FF5733 ,13,422219,4013422219,-111.8678013,33.35323616
1401,Independent,#FF5733 ,13,810400,4013810400,-111.9588402,33.31542427
754,Independent,#FF5733 ,13,319906,4013319906,-111.9026085,33.35650581
671,Independent,#FF5733 ,13,116709,4013116709,-111.9747309,33.35595343
1149,Independent,#FF5733 ,13,116727,4013116727,-112.0736723,33.299027
1705,Independent,#FF5733 ,13,810600,4013810600,-111.9193276,33.31549562
1526,Independent,#FF5733 ,13,116713,4013116713,-112.005869,33.29795147
1399,Independent,#FF5733 ,13,810300,4013810300,-111.885051,33.32767054
1222,Independent,#FF5733 ,13,523005,4013523005,-111.8677684,33.32786562
924,Independent,#FF5733 ,13,319706,4013319706,-111.9525303,33.38199779
1886,Independent,#FF5733 ,13,320001,4013320001,-111.9576083,33.35513213
1725,Independent,#FF5733 ,13,116719,4013116719,-111.9836454,33.31209509
696,Independent,#FF5733 ,13,116718,4013116718,-111.9844998,33.32524829
1058,Independent,#FF5733 ,13,116720,4013116720,-111.9991276,33.31660043
1918,Independent,#FF5733 ,13,422209,4013422209,-111.8504007,33.34241869
